Book_ID	ISBN	Book-Title	Book-Author	Year-Of-Publication	Publisher
7094	0590649191	The Firehouse Mystery (The Boxcar Children, 56)	Gertrude Chandler Warner	1997	Scholastic Inc.
7095	0836218817	Unnatural Selections	Gary Larson	1991	Andrews McMeel Publishing
7096	0553560077	DINOSAUR ISLAND (Choose Your Own Adventure, No 138)	EDWARD PACKARD	1993	Skylark
7097	0312962606	The Gourmet Detective (A Gourmet Detective Mystery)	Peter King	1997	St. Martin's Paperbacks
7098	0451528417	The Reader's Companion to World Literature	Lillian Herlands Hornstein	2002	Signet Classics
7099	045120834X	Murder of a Snake in the Grass (Scumble River Mysteries)	Denise Swanson	2003	Signet Book
7100	0451210727	Murder of a Barbie and Ken (National Bestselling Series)	Denise Swanson	2003	Signet Book
7101	0886774616	Catfantastic II (Daw Book Collectors)	Andre Norton	1994	Daw Books
7102	0061080969	Something's Cooking (Angie Amalfi Mysteries)	Joanne Pence	1993	HarperTorch
7103	082177512X	Say No to Joe?	Lori Foster	2003	Zebra Books (Mass Market)
7104	0553562835	Sam Walton: Made in America : My Story	Sam Walton	1993	Bantam Books
7105	0553572350	Murder at Monticello (Mrs. Murphy Mysteries (Paperback))	RITA MAE BROWN	1995	Bantam
7106	0312104952	New Orleans Requiem	D. J. Donaldson	1994	St Martins Pr
7107	0670826472	We Are Still Married: Stories and Letters	Garrison Keillor	1989	Penguin USA
7108	067088796X	Me: by Jimmy (Big Boy) Valente	Garrison Keillor	1999	Viking Books
7109	0446393746	Headlines III : Not the Movie, Still the Book	Jay Leno	1991	Warner Books
7110	0061096105	Rough Justice	Lisa Scottoline	1998	HarperTorch
7111	0804118906	Before Women Had Wings	CONNIE MAY FOWLER	1999	Ivy Books
7112	0807083054	Kindred (Black Women Writers Series)	Octavia Butler	1988	Beacon Press
7113	0684824728	How To Talk So Kids Can Learn	Adele Faber	1996	Scribner
7114	0312327188	Eddie Would Go : The Story of Eddie Aikau, Hawaiian Hero and Pioneer of Big Wave Surfing	Stuart Holmes Coleman	2004	Griffin Trade Paperback
7115	0140548572	Cats Know Best (Pied Piper Paperbacks)	Colin Eisler	1992	Puffin Books
7116	0312112629	Depeche Mode: Some Great Reward	Dave Thompson	1994	St. Martin's Press
7117	0451528212	The Bible's Greatest Stories (Signet Classics (Paperback))	Paul Roche	2001	Signet Classics
7118	0156189216	The Collected Stories of Eudora Welty	Eudora Welty	1982	Harvest Books
7119	0440218101	Elephantasm	Tanith Lee	1996	Dell Publishing Company
7120	0874832772	Raised Catholic (Can You Tell?)	Ed Stivender	1992	August House Publishers
7121	0440229510	The Gadget	Paul Zindel	2003	Laurel-Leaf Books
7122	1551668459	Cabin	Carla Neggers	2002	Mira
7123	0934257507	Army Brat: A Memoir	William Jay Smith	1991	Story Line Press
7124	0345422473	Gods and Generals	Jeff Shaara	1998	Ballantine Books
7125	0394578074	Chili Dawgs Always Bark at Night	LEWIS GRIZZARD	1989	Villard
7126	0385304854	A Newbery Christmas	MARTIN H. GREENBERG	1991	Delacorte Books for Young Readers
7127	0786863153	Pour Your Heart into It: How Starbucks Built a Company One Cup at a Time	Howard Schultz	1997	Hyperion Books
7128	0836220986	The Far Side Observer	Gary Larson	1987	Andrews McMeel Publishing
7129	0836220730	It Came From The Far Side	Gary Larson	1986	Andrews McMeel Publishing
7130	0345330455	Garfield's Halloween Adventure (Formerly Titled Garfield in Disguise)	Jim Davis	1985	Ballantine Books
7131	0345326342	Garfield Rolls on (Garfield (Numbered Paperback))	Jim Davis	1988	Ballantine Books
7132	0688108059	The Eentsy, Weentsy Spider: Fingerplays and Action Rhymes	Joanna Cole	1991	HarperTrophy
7133	0679006826	Fodor's Exploring Hawaii, 3rd Edition (Fodor's Exploring Hawaii)	Emma Stanford	2001	Fodor's
7134	0451167872	A Cat in the Manger: An Alice Nestleton Mystery (Alice Nestleton Mysteries (Paperback))	Lydia Adamson	1994	Signet Book
7135	1569248281	The Tick: The Naked City	Ben Edlund	1996	Marlowe &amp
7136	0345433017	Creepy Susie: And 13 Other Tragic Tales for Troubled Children	Angus Oblong	1999	Ballantine Books
7137	0525938346	The African-American Kitchen: Cooking from Our Heritage	Angela Shelf Medearis	1994	Penguin USA
7138	1561792535	The Way They Learn	Cynthia Tobias	1994	Focus on the Family Pub
7139	0684867672	The Five Minute Iliad Other Instant Classics : Great Books For The Short Attention Span	Greg Nagan	2000	Fireside
7140	0060977744	Crazy Ladies : A Novel	Michael Lee West	2000	Perennial
7141	0060931221	The Last Report on the Miracles at Little No Horse: A Novel	Louise Erdrich	2002	Perennial
7142	014050639X	Each Peach Pear Plum (Picture Puffins)	Janet Ahlberg	1986	Puffin Books
7143	0679744398	All the Pretty Horses (The Border Trilogy, Vol 1)	CORMAC MCCARTHY	1993	Vintage
7144	0140177388	Cannery Row	John Steinbeck	1993	Penguin Books
7145	0439076668	Marie Antoinette: Princess of Versailles, Austria-France, 1769 (The Royal Diaries)	Kathryn Lasky	2000	Scholastic
7146	0553251996	Singin' and Swingin' and Gettin' Merry Like Christmas	Maya Angelou	1985	Bantam Books
7147	0935180915	Pearl	Stirling Silliphant	1978	Mutual Publishing
7148	0671522663	Better Times Than These	Winston Groom	1994	Pocket
7149	0385185596	LAUGH BOOK, THE	JOANNA COLE	1986	Doubleday Books for Young Readers
7150	0849908280	One life at a time: Making a world of difference	Robert A Seiple	1990	Word Pub
7151	0060964057	More Tales of the City	Armistead Maupin	1989	Harpercollins Publisher
7152	1573061727	Christmas Talk Story (Book &amp	 CD)	Honolulu Theatre for Youth	2003
7153	0312965478	Diamond Head (A John Caine Novel)	Charles Knief	1998	St. Martin's Paperbacks
7154	0374525234	It's a Slippery Slope	Spalding Gray	1997	Noonday Press
7155	0312959966	Cracker: To Say I Love You (Cracker (Paperback))	Molly Brown	1996	St. Martin's Press
7156	0395860296	Kowloon Tong	Paul Theroux	1997	Houghton Mifflin Company
7157	0451206363	Susie, Sadly, and the Black Torpedo of Doom	John S. Littell	2002	New American Library
7158	0736401954	Disney's 102 Dalmatians : A Read-Aloud Storybook	Zoe Benjamin	2000	Disney Press
7159	0435905554	So Long a Letter (African Writers Series)	Mariama Ba	1989	Heinemann
7160	0740713957	Fresh For '01... You Suckas: A Boondocks Collection	Aaron McGruder	2001	Andrews McMeel Publishing
7161	0760700761	The Constitution of the United States of America	United States	1995	Barnes &amp
7162	0394752910	Kristin Lavransdatter: The Cross (Kristin Lavransdatter (Vintage))	Sigrid Undset	1987	Vintage Books USA
7163	0385298293	Little Big Man	THOMAS BERGER	1989	Delta
7164	0671892614	Shadow Song	Terry Kay	1994	Pocket Books
7165	0525934197	Strange Days: My Life With and Without Jim Morrison	Patricia Kennealy	1992	Penguin USA
7166	0590213113	P.S. Longer Letter Later	Paula Danziger	1999	Scholastic
7167	0688046266	Encyclopedia Brown and the Case of the Mysterious Handprints (Encyclopedia Brown (Paperback))	Donald J. Sobol	1985	HarperCollins
7168	0151006040	Odd Girl Out: The Hidden Culture of Aggression in Girls	Rachel Simmons	2002	Harcourt
7169	0060955694	I Don't Know But I've Been Told : A Novel	Raul Correa	2003	Perennial
7170	0023376627	The Conscious Reader	Caroline Schrodes	1995	Prentice Hall
7171	0517093650	Ain't I A Woman!: A Book of Women's Poetry from Around the World	Illona Linthwaite	1993	Gramercy Books
7172	0307020460	Scuffy the Tugboat and His Adventures Down the River	Gertrude Crampton	2001	Golden Books
7173	0440412234	Child of the Silent Night	Edith Fisher Hunter	1991	Yearling Books
7174	0425095517	Mrs. Mike	Benedict Freedman	1986	Berkley Publishing Group
7175	0449130320	Dolly Hit Me Back (Family Circus Series)	Bil Keane	1990	Fawcett Books
7176	1573061565	Honolulu Homicide: Murder and Mayhem in Paradise	Gary A. Dias	2003	Bess Press
7177	188712876X	Get Your War On	David Rees	2002	Soft Skull Press
7178	0590981811	My Side of the Mountain	Jean Craighead George	1988	Scholastic
7179	0553274422	INCREDIBLE JOURNEY	SHEILA BURNFORD	1984	Starfire
7180	0380818973	Asking for Trouble: A Novel	Elizabeth Young	2001	Avon Trade
7181	0440409683	The Grand Escape	Phyllis Reynolds Naylor	1994	Yearling Books
7182	1888363363	Bloodchild: And Other Stories	Octavia E. Butler	1996	Seven Stories Press
7183	0671204971	TIME AND AGAIN	Jack Finney	1970	Simon &amp
7184	0440322049	Ellis Island and Other Stories	Mark Helprin	1984	Laurel
7185	0156028778	The Crimson Petal and the White	Michel Faber	2003	Harvest Books
7186	0916291456	Everyone Poops (My Body Science)	Taro Gomi	1993	Kane/Miller Book Publishers
7187	0743244427	A Mighty Heart	Mariane Pearl	2003	Scribner
7188	0395304482	Jumanji	Chris Van Allsburg	1981	Houghton Mifflin
7189	0140390316	The Jungle (The Penguin American Library)	Upton Beall Sinclair	1989	Penguin Books
7190	0786704608	James Herriot: The Life of a Country Vet	Graham Lord	1997	Pub Group West
7191	0385468628	We Who Believe in Freedom: Sweet Honey in the Rock...Still on the Journey	Bernice Johnson Reagon	1993	Random House Inc
7192	0399238794	The Sands of Time: A Hermux Tantamoq Adventure (Hermux Tantamoq Adventure)	Michael Hoeye	2002	Putnam Publishing Group
7193	0374529035	Naked in Baghdad: The Iraq War as Seen by NPR's Correspondent Anne Garrels	Anne Garrels	2003	Farrar, Straus and Giroux
7194	0385507836	Prisoners of Hope : The Story of Our Captivity and Freedom in Afghanistan	DAYNA CURRY	2002	Doubleday
7195	1578400619	Typee (Classics Illustrated)	Herman Miller	1997	Acclaim Books
7196	1574780255	Gone Fishin': An Easy Rawlins Novel (Easy Rawlins Mysteries (Hardcover))	Walter Mosley	1997	Black Classic Pr
7197	0525938850	So Good	Venise Berry	1996	Penguin USA
7198	0140055770	My Uncle Oswald	Roald Dahl	1990	Penguin Books
7199	0394743180	A room with a view	E. M Forster	1986	Vintage Books
7200	0449912744	The Best of Ann Landers: Her Favorite Letters of All Time	Ann Landers	1997	Ballantine Books
7201	0064402371	Journey to Jo'burg: A South African Story	Beverley Naidoo	1988	HarperTrophy
7202	0375502025	The Greatest Generation	TOM BROKAW	1998	Random House
7203	1566911605	Moon Handbooks: Hawaii	J. D. Bisignani	1999	Moon Travel Handbooks
7204	0452265169	A Wild Sheep Chase: A Novel (Plume Contemporary Fiction)	Haruki Murakami	1990	Plume Books
7205	0962307203	Kitty the Raccoon	Jamie Stamper	1989	Storytellers Ink
7206	0449218228	Every Day Is Father's Day: The Best Things Ever Said About Dear Old Dad	Robert Byrne	1990	Fawcett Books
7207	0307021742	Tommy visits the doctor (A little golden book)	Jean Hortense Seligmann	1962	Western Pub. Co
7208	0307001342	Little Red Riding Hood (Little Golden Book)	Golden Books Little	1920	Golden Books
7209	0590464639	The Biggest Pumpkin Ever	Steven Kroll	1993	Cartwheel Books
7210	0590411853	The Twelve Dancing Princesses: A Folk Tale from the Brothers Grimm (Easy to Read Folktale)	Freya Littledale	1988	Scholastic Paperbacks
7211	0307601900	Grover's Own Alphabet	Sal Murdocca	1982	Goldencraft
7212	0152420371	Kat Kong	Dav Pilkey	1993	Harcourt Paperbacks
7213	0440400597	All-of-a-kind Family	Sydney Taylor	1980	Yearling Books
7214	188521135X	Hawaii: True Stories of the Island Spirit (Travelers' Tales Guides)	Rick Carroll	1999	Travelers' Tales Guides
7215	0156717204	The Philosophy of Andy Warhol	Andy Warhol	1977	Harvest Books
7216	1400045088	The Salmon of Doubt: Hitchhiking the Galaxy One Last Time	DOUGLAS ADAMS	2002	Harmony
7217	081120068X	Siddhartha	Hermann Hesse	1951	New Directions Publishing Corporation
7218	0380707799	Borrowed Time: An AIDS Memoir	Paul Monette	1990	Avon Books
7219	1558538445	I Hope You Dance	Mark D. Sanders	2000	Rutledge Hill Press
7220	0879236671	Bear (Nonpareil books)	Marian Engel	2003	David R. Godine Publisher
7221	0965574911	Daughter of the Queen of Sheba	Jacki Lyden	0	Houghton Mifflin Co
7222	0865470545	Mr. Bridge	Evan S. Connell	1990	North Point Press
7223	0345440145	I'm the One That I Want	Margaret Cho	2002	Ballantine Books
7224	0026098407	FOR COLORED GIRLS WHO HAVE CONSIDERED SUICIDE WHEN THE RAINBOW IS ENUF	Ntozake Shange	1977	Scribner
7225	0689846258	Jennifer, Hecate, MacBeth, William McKinley and Me, Elizabeth	E.L. Konigsburg	2001	Aladdin
7226	0066211662	The Bitch in the House : 26 Women Tell the Truth About Sex, Solitude, Work, Motherhood, and Marriage	Cathi Hanauer	2002	William Morrow
7227	1401300014	The Essential 55: An Award-Winning Educator's Rules for Discovering the Successful Student in Every Child	Ron Clark	2003	Hyperion
7228	1561633259	To Afghanistan and Back	Ted Rall	2002	NBM Publishing, Inc.
7229	0425167054	The Tick: Mighty Blue Justice!	Greg Hyland	1998	Berkley Trade
7230	0836236637	Send in the Stunt Mom: The Second Collection of Committed	Michael Fry	1997	Andrews McMeel Pub
7231	0553342762	Jaguars Ripped My Flesh: Adventure Is a Risky Business (Bantam New Fiction Series)	Tim Cahill	1989	Bantam Books
7232	0553574086	Critical Judgment	Michael Palmer	1998	Bantam Books
7233	0553287575	End of the Road	Tom Bodett	1990	Bantam Books
7234	0970159404	Flying Hawaii : A Pilot's Guide to the Islands	Peter N. Forman	2000	Booklines Hawaii Ltd
7235	0307986241	Good Night, Little Bear (Little Golden Book Series)	Patsy Scarry	2001	Golden Books
7236	0761125493	What to Expect When You're Expecting, 3rd Edition	Heidi Murkoff	2002	Workman Publishing
7237	039923392X	You Are My I Love You	Maryann K. Cusimano	2001	Philomel Books
7238	0061097489	The Abduction	James Grippando	1999	Avon Books
7239	0440221048	A Certain Justice: A Novel	John T. Lescroart	1996	Dell Publishing Company
7240	0345394267	Rainbow's End	Martha Grimes	1996	Ballantine Books
7241	0385420951	Kat's Cradle (A Perfect Crime Book)	Karen Kijewski	1992	Random House Childrens Books
7242	0762102519	Kiss Before Dying (The Best Mysteries of All Time)	Ira Levin	1999	Penguin Putnam~childrens Hc
7243	0380714868	Katapult (Kat Colorado Mysteries)	Karen Kijewski	1992	Avon
7244	0380711877	Katwalk (Kat Colorado Mysteries)	Karen Kijewski	1990	Avon
7245	0345375351	Show of Evil	William Diehl	1995	Ballantine Books
7246	0812568672	Y2K	R. J. Pineiro	1999	Tor Books (Mm)
7247	0553140175	The Simple Solution to Rubik's Cube	James G. Nourse	1981	Bantam Books (Mm)
7248	0553106341	Dust to Dust	Tami Hoag	2000	Bantam Books
7249	0399144927	The Breaker	Minette Walters	1999	Putnam Publishing Group
7250	0399143807	Judas Child	Carol O'Connell	1998	Putnam Pub Group
7251	0425158608	Honky Tonk Kat (Kat Colorado Mysteries)	Karen Kijewski	1997	Berkley Publishing Group
7252	0380728168	Final Victim	Stephen J. Cannell	1997	Avon
7253	0515121282	Cold Shoulder	Lynda La Plante	1997	Jove Books
7254	068480297X	SHOCK WAVE (Dirk Pitt Adventures (Hardcover))	Clive Cussler	1996	Simon &amp
7255	0399139710	Acceptable Risk	Robin Cook	1995	Putnam Publishing Group
7256	0375704892	No More Dying Then! (Vintage Crime/Black Lizard)	Ruth Rendell	1999	Vintage Books USA
7257	0553092650	In the Presence of the Enemy	Elizabeth George	1996	Bantam
7258	0679429891	The Final Judgement	Richard North Patterson	1995	Alfred A. Knopf
7259	0061009881	Hostile Witness	William Lashner	1996	ReganBooks
7260	0316693863	Hide and Seek	James Patterson	1996	Little Brown &amp
7261	0449224392	Traitor's Gate	Anne Perry	1996	Fawcett Books
7262	0553575945	Requiem for a Glass Heart	David Lindsey	1997	Bantam Books
7263	0440237513	On Edge	Barbara Fister	2002	Dell Publishing Company
7264	0345389409	Memnoch the Devil (Rice, Anne, Vampire Chronicles, 5th Bk.)	ANNE RICE	1996	Ballantine Books
7265	0066210690	The Last Lone Inventor: A Tale of Genius, Deceit, and the Birth of Television	Evan I. Schwartz	2002	HarperCollins Publishers
7266	0399145850	Day of Reckoning	Jack Higgins	2000	Putnam Publishing Group
7267	0151003580	At End of Day: A Novel	George V. Higgins	2000	Harcourt
7268	0805056645	Are You Somebody? : The Accidental Memoir of a Dublin Woman	Nuala O'Faolain	1999	Owl Books
7269	0786881011	The Lost Get Back Boogie	James Lee Burke	1995	Hyperion
7270	0821765957	Key West	Stella Cameron	2000	Zebra Books
7271	0446604232	Exclusive	Sandra Brown	1997	Warner Books
7272	0060914289	The Egg and I	Betty MacDonald	1987	Perennial
7273	0517084791	Three Complete Novels: The Andromeda Strain, The Terminal Man, and The Great Train Robbery	Michael Crichton	1993	Wings
7274	0312169345	The Moor: A Mary Russell Novel	Laurie R. King	1998	St Martins Pr
7275	0312264143	The Woman in the Yard	Stephen Miller	2000	Picador USA
7276	0553571702	Hard Frost	R. D. Wingfield	1995	Bantam
7277	0446604062	Up Jumps the Devil (Deborah Knott Mysteries (Paperback))	Margaret Maron	1997	Warner Books
7278	0399146245	24 Hours	Greg Iles	2000	Putnam Publishing Group
7279	0679753117	Dead Lagoon: An Aurelio Zen Mystery (Vintage Crime/Black Lizard)	Michael Dibdin	1996	Vintage Books USA
7280	0671708104	RIGHT TO DIE : RIGHT TO DIE	Jeremiah Healy	1992	Pocket
7281	0373710240	Shenandoah Christmas (You, Me &amp	 The Kids) (Harlequin Superromance, No. 1024)	Lynnette Kent	2001
7282	0373709331	Hitched! (The Taggarts Of Texas) (Superromance, 933)	James Dale	2000	Harlequin
7283	0373471599	Marriage By The Book  (Florida) (Born in the USA)	Joan Johnston	1997	Harlequin
7284	0671036602	The Burning City	Larry Niven	2000	Atria
7285	0756401518	Moreau Omnibus: Forests of the Night/Emperors of the Twilight/Specters of the Dawn	S. Andrew Swann	2003	Daw Books
7286	0061319481	We're in the Money	Andrew Bergman	1975	Addison-Wesley Pub Co
7287	0312971958	Tied Up in Tinsel	Ngaio Marsh	1999	St. Martin's Minotaur
7288	0312968329	Death of a Fool (St. Martin's Dead Letter Mysteries.)	Ngaio Marsh	1999	St. Martin's Press
7289	0790009072	Mists of Time: Ngapuhi Myths and Legends	Bunty Howearth	2003	Reed
7290	0312966695	Spinsters in Jeopardy	Ngaio Marsh	1998	St. Martin's Press
7291	0812514300	Good Night, Mr. Holmes (Irene Adler)	Carole Nelson Douglas	1991	Tor Books
7292	0061057878	Deadly Legacy	Robin Burcell	2003	Avon
7293	1567312292	The Left-Hander's Handbook	James Tertius deKay	1997	MJF Books
7294	0740704567	Our Mutts Five	Patrick McDonnell	2000	Andrews McMeel Publishing
7295	0515075019	A Wreath for Rivera	Ngaio Marsh	1984	Jove Books
7296	0872863654	Postcards from the Underground: Portraits from the Beat Era	Larry Keenan	1999	City Lights Publishers
7297	0393325172	Master and Commander (Movie Tie-In Edition)	Patrick O'Brian	2003	W.W. Norton &amp
7298	1892514877	Truelove and Homegrown Tomatoes	Julie Cannon	2001	Independent Publishers Group
7299	0140092862	Descent of man: Stories (Contemporary American fiction)	T. Coraghessan Boyle	1987	Penguin Books
7300	0909486727	Dinkum oil	 meanings and origins of things Aussies and Kiwis say	G.A. Wilkes	1979
